Year,State,Metric,Age Range,"Events per 1,000 women"
2012,NY,Pregnancy Rate,15-17,28.9
2013,NY,Pregnancy Rate,15-17,24.1
2014,NY,Pregnancy Rate,15-17,21.7
2015,NY,Pregnancy Rate,15-17,19.9
2016,NY,Pregnancy Rate,15-17,17.6
1988,NC,Pregnancy Rate,15-17,85.3
1992,NC,Pregnancy Rate,15-17,78.5
1996,NC,Pregnancy Rate,15-17,67.4
2000,NC,Pregnancy Rate,15-17,54.4
2005,NC,Pregnancy Rate,15-17,40.4
2006,NC,Pregnancy Rate,15-17,39.9
2007,NC,Pregnancy Rate,15-17,39.8
2008,NC,Pregnancy Rate,15-17,39
2009,NC,Pregnancy Rate,15-17,35.4
2010,NC,Pregnancy Rate,15-17,31.6
2011,NC,Pregnancy Rate,15-17,25.8
2012,NC,Pregnancy Rate,15-17,24.2
2013,NC,Pregnancy Rate,15-17,20.8
2014,NC,Pregnancy Rate,15-17,19.1
2015,NC,Pregnancy Rate,15-17,17.2
2016,NC,Pregnancy Rate,15-17,15
1988,ND,Pregnancy Rate,15-17,28.2
1992,ND,Pregnancy Rate,15-17,29.2
1996,ND,Pregnancy Rate,15-17,27.5
2000,ND,Pregnancy Rate,15-17,20.1
2005,ND,Pregnancy Rate,15-17,20.5
2006,ND,Pregnancy Rate,15-17,18.1
2007,ND,Pregnancy Rate,15-17,22.5
2008,ND,Pregnancy Rate,15-17,20.7
2009,ND,Pregnancy Rate,15-17,20.6
2010,ND,Pregnancy Rate,15-17,20.4
2011,ND,Pregnancy Rate,15-17,15.6
2012,ND,Pregnancy Rate,15-17,17.7
2013,ND,Pregnancy Rate,15-17,14.6
2014,ND,Pregnancy Rate,15-17,12.9
2015,ND,Pregnancy Rate,15-17,14
2016,ND,Pregnancy Rate,15-17,12.8
1988,OH,Pregnancy Rate,15-17,58.6
1992,OH,Pregnancy Rate,15-17,55.1
1996,OH,Pregnancy Rate,15-17,48.2
2000,OH,Pregnancy Rate,15-17,40.2
2005,OH,Pregnancy Rate,15-17,32.3
2006,OH,Pregnancy Rate,15-17,32.6
2007,OH,Pregnancy Rate,15-17,32.8
2008,OH,Pregnancy Rate,15-17,31.8
2009,OH,Pregnancy Rate,15-17,29.9
2010,OH,Pregnancy Rate,15-17,26.6
2011,OH,Pregnancy Rate,15-17,23.4
2012,OH,Pregnancy Rate,15-17,21.2
2013,OH,Pregnancy Rate,15-17,18.4
2014,OH,Pregnancy Rate,15-17,16.8
2015,OH,Pregnancy Rate,15-17,15.2
2016,OH,Pregnancy Rate,15-17,13.8
1988,OK,Pregnancy Rate,15-17,68.4
1992,OK,Pregnancy Rate,15-17,59
1996,OK,Pregnancy Rate,15-17,53.4
2000,OK,Pregnancy Rate,15-17,47.6
2005,OK,Pregnancy Rate,15-17,38.5
2006,OK,Pregnancy Rate,15-17,41.5
2007,OK,Pregnancy Rate,15-17,42.2
2008,OK,Pregnancy Rate,15-17,41.8
2009,OK,Pregnancy Rate,15-17,41.3
2010,OK,Pregnancy Rate,15-17,35.8
2011,OK,Pregnancy Rate,15-17,31.7
2012,OK,Pregnancy Rate,15-17,31.4
2013,OK,Pregnancy Rate,15-17,27.8
2014,OK,Pregnancy Rate,15-17,23.3
2015,OK,Pregnancy Rate,15-17,21.4
2016,OK,Pregnancy Rate,15-17,18.5
1988,OR,Pregnancy Rate,15-17,65.7
1992,OR,Pregnancy Rate,15-17,59.6
1996,OR,Pregnancy Rate,15-17,54.5
2000,OR,Pregnancy Rate,15-17,44.3
2005,OR,Pregnancy Rate,15-17,29.3
2006,OR,Pregnancy Rate,15-17,32.6
2007,OR,Pregnancy Rate,15-17,30.8
2008,OR,Pregnancy Rate,15-17,32.5
2009,OR,Pregnancy Rate,15-17,28.1
2010,OR,Pregnancy Rate,15-17,23.4
2011,OR,Pregnancy Rate,15-17,21
2012,OR,Pregnancy Rate,15-17,19.1
2013,OR,Pregnancy Rate,15-17,16.9
2014,OR,Pregnancy Rate,15-17,15.3
2015,OR,Pregnancy Rate,15-17,13.5
2016,OR,Pregnancy Rate,15-17,11.9
1988,PA,Pregnancy Rate,15-17,57.1
1992,PA,Pregnancy Rate,15-17,54.5
1996,PA,Pregnancy Rate,15-17,41.9
2000,PA,Pregnancy Rate,15-17,34.1
2005,PA,Pregnancy Rate,15-17,27.7
2006,PA,Pregnancy Rate,15-17,29
2007,PA,Pregnancy Rate,15-17,29.7
2008,PA,Pregnancy Rate,15-17,30.8
2009,PA,Pregnancy Rate,15-17,28.7
2010,PA,Pregnancy Rate,15-17,26.2
2011,PA,Pregnancy Rate,15-17,23.1
2012,PA,Pregnancy Rate,15-17,20.8
2013,PA,Pregnancy Rate,15-17,17.3
2014,PA,Pregnancy Rate,15-17,15.7
2015,PA,Pregnancy Rate,15-17,14.5
2016,PA,Pregnancy Rate,15-17,13
1988,RI,Pregnancy Rate,15-17,52.2
1992,RI,Pregnancy Rate,15-17,54.7
1996,RI,Pregnancy Rate,15-17,48.7
2000,RI,Pregnancy Rate,15-17,38
2005,RI,Pregnancy Rate,15-17,32.5
2006,RI,Pregnancy Rate,15-17,33.1
2007,RI,Pregnancy Rate,15-17,32.4
2008,RI,Pregnancy Rate,15-17,32
2009,RI,Pregnancy Rate,15-17,30.9
2010,RI,Pregnancy Rate,15-17,25.7
2011,RI,Pregnancy Rate,15-17,22.9
2012,RI,Pregnancy Rate,15-17,18.5
2013,RI,Pregnancy Rate,15-17,15.7
2014,RI,Pregnancy Rate,15-17,13.3
2015,RI,Pregnancy Rate,15-17,12.8
2016,RI,Pregnancy Rate,15-17,11.6
1988,SC,Pregnancy Rate,15-17,81.5
1992,SC,Pregnancy Rate,15-17,71.9
1996,SC,Pregnancy Rate,15-17,62.2
2000,SC,Pregnancy Rate,15-17,56
2005,SC,Pregnancy Rate,15-17,44.7
2006,SC,Pregnancy Rate,15-17,46
2007,SC,Pregnancy Rate,15-17,45.1
2008,SC,Pregnancy Rate,15-17,43.2
2009,SC,Pregnancy Rate,15-17,39.3
2010,SC,Pregnancy Rate,15-17,36.5
2011,SC,Pregnancy Rate,15-17,31.3
2012,SC,Pregnancy Rate,15-17,27.4
2013,SC,Pregnancy Rate,15-17,23.8
2014,SC,Pregnancy Rate,15-17,21.2
2015,SC,Pregnancy Rate,15-17,18.5
2016,SC,Pregnancy Rate,15-17,16.4
1988,SD,Pregnancy Rate,15-17,43.8
1992,SD,Pregnancy Rate,15-17,44.9
1996,SD,Pregnancy Rate,15-17,36.7
2000,SD,Pregnancy Rate,15-17,26.7
2005,SD,Pregnancy Rate,15-17,27
2006,SD,Pregnancy Rate,15-17,25.8
2007,SD,Pregnancy Rate,15-17,27.6
2008,SD,Pregnancy Rate,15-17,28.5
2009,SD,Pregnancy Rate,15-17,25.1
2010,SD,Pregnancy Rate,15-17,21.5
2011,SD,Pregnancy Rate,15-17,20.3
2012,SD,Pregnancy Rate,15-17,21.5
2013,SD,Pregnancy Rate,15-17,18
2014,SD,Pregnancy Rate,15-17,18.8
2015,SD,Pregnancy Rate,15-17,13.6
2016,SD,Pregnancy Rate,15-17,16.1
1988,TN,Pregnancy Rate,15-17,73
1992,TN,Pregnancy Rate,15-17,69.6
1996,TN,Pregnancy Rate,15-17,60
2000,TN,Pregnancy Rate,15-17,49.6
2005,TN,Pregnancy Rate,15-17,39.2
2006,TN,Pregnancy Rate,15-17,40
2007,TN,Pregnancy Rate,15-17,38.8
2008,TN,Pregnancy Rate,15-17,39
2009,TN,Pregnancy Rate,15-17,35.1
2010,TN,Pregnancy Rate,15-17,30.3
2011,TN,Pregnancy Rate,15-17,27.2
2012,TN,Pregnancy Rate,15-17,25.3
2013,TN,Pregnancy Rate,15-17,22.1
2014,TN,Pregnancy Rate,15-17,19.3
2015,TN,Pregnancy Rate,15-17,18.1
2016,TN,Pregnancy Rate,15-17,15.8
1988,TX,Pregnancy Rate,15-17,74.9
1992,TX,Pregnancy Rate,15-17,77
1996,TX,Pregnancy Rate,15-17,72.1
2000,TX,Pregnancy Rate,15-17,59.4
2005,TX,Pregnancy Rate,15-17,49.7
2006,TX,Pregnancy Rate,15-17,51.1
2007,TX,Pregnancy Rate,15-17,51.2
2008,TX,Pregnancy Rate,15-17,50.4
2009,TX,Pregnancy Rate,15-17,47.3
2010,TX,Pregnancy Rate,15-17,41.7
2011,TX,Pregnancy Rate,15-17,36.5
2012,TX,Pregnancy Rate,15-17,32.8
2013,TX,Pregnancy Rate,15-17,29.4
2014,TX,Pregnancy Rate,15-17,25.4
2015,TX,Pregnancy Rate,15-17,22.7
2016,TX,Pregnancy Rate,15-17,20.6
1973,US,Pregnancy Rate,15-17,65.1
1974,US,Pregnancy Rate,15-17,66.5
1975,US,Pregnancy Rate,15-17,68
1976,US,Pregnancy Rate,15-17,67.7
1977,US,Pregnancy Rate,15-17,69.7
1978,US,Pregnancy Rate,15-17,68.6
1979,US,Pregnancy Rate,15-17,70.7
1980,US,Pregnancy Rate,15-17,72.8
1981,US,Pregnancy Rate,15-17,71.9
1982,US,Pregnancy Rate,15-17,72
1983,US,Pregnancy Rate,15-17,72.3
1984,US,Pregnancy Rate,15-17,70.5
1985,US,Pregnancy Rate,15-17,71.3
1986,US,Pregnancy Rate,15-17,70
1987,US,Pregnancy Rate,15-17,71
1988,US,Pregnancy Rate,15-17,74
1989,US,Pregnancy Rate,15-17,74.8
1990,US,Pregnancy Rate,15-17,74.6
1991,US,Pregnancy Rate,15-17,73.2
1992,US,Pregnancy Rate,15-17,70.6
1993,US,Pregnancy Rate,15-17,69.7
1994,US,Pregnancy Rate,15-17,68.1
1995,US,Pregnancy Rate,15-17,64.4
1996,US,Pregnancy Rate,15-17,60.7
1997,US,Pregnancy Rate,15-17,56.9
1998,US,Pregnancy Rate,15-17,54.2
1999,US,Pregnancy Rate,15-17,50.8
2000,US,Pregnancy Rate,15-17,48.4
2001,US,Pregnancy Rate,15-17,44.4
2002,US,Pregnancy Rate,15-17,42
2003,US,Pregnancy Rate,15-17,40.5
2004,US,Pregnancy Rate,15-17,39.2
2005,US,Pregnancy Rate,15-17,37.8
2006,US,Pregnancy Rate,15-17,38.5
2007,US,Pregnancy Rate,15-17,38.1
2008,US,Pregnancy Rate,15-17,37
2009,US,Pregnancy Rate,15-17,34.1
2010,US,Pregnancy Rate,15-17,30.3
2011,US,Pregnancy Rate,15-17,26.7
2012,US,Pregnancy Rate,15-17,24
2013,US,Pregnancy Rate,15-17,20.8
2014,US,Pregnancy Rate,15-17,18.5
2015,US,Pregnancy Rate,15-17,16.7
2016,US,Pregnancy Rate,15-17,15
1988,UT,Pregnancy Rate,15-17,44.4
1992,UT,Pregnancy Rate,15-17,36.9
1996,UT,Pregnancy Rate,15-17,32.7
2000,UT,Pregnancy Rate,15-17,29.1
2005,UT,Pregnancy Rate,15-17,22.1
2006,UT,Pregnancy Rate,15-17,22.9
2007,UT,Pregnancy Rate,15-17,25.3
2008,UT,Pregnancy Rate,15-17,25.3
2009,UT,Pregnancy Rate,15-17,21.9
2010,UT,Pregnancy Rate,15-17,19.1
2011,UT,Pregnancy Rate,15-17,15.5
2012,UT,Pregnancy Rate,15-17,14.2
2013,UT,Pregnancy Rate,15-17,12.1
2014,UT,Pregnancy Rate,15-17,11
2015,UT,Pregnancy Rate,15-17,9.6
2016,UT,Pregnancy Rate,15-17,8.6
1988,VT,Pregnancy Rate,15-17,52.7
1992,VT,Pregnancy Rate,15-17,38.5
1996,VT,Pregnancy Rate,15-17,34.8
2000,VT,Pregnancy Rate,15-17,22.3
2005,VT,Pregnancy Rate,15-17,19.2
2006,VT,Pregnancy Rate,15-17,18.3
2007,VT,Pregnancy Rate,15-17,18.8
2008,VT,Pregnancy Rate,15-17,16.3
2009,VT,Pregnancy Rate,15-17,13.5
2010,VT,Pregnancy Rate,15-17,14.1
2011,VT,Pregnancy Rate,15-17,17.2
2012,VT,Pregnancy Rate,15-17,15.8
2013,VT,Pregnancy Rate,15-17,12.7
2014,VT,Pregnancy Rate,15-17,11.7
2015,VT,Pregnancy Rate,15-17,9.1
2016,VT,Pregnancy Rate,15-17,10.3
1988,VA,Pregnancy Rate,15-17,69
1992,VA,Pregnancy Rate,15-17,62.3
1996,VA,Pregnancy Rate,15-17,53.6
2000,VA,Pregnancy Rate,15-17,38.1
2005,VA,Pregnancy Rate,15-17,29.7
2006,VA,Pregnancy Rate,15-17,29
2007,VA,Pregnancy Rate,15-17,28.8
2008,VA,Pregnancy Rate,15-17,27
2009,VA,Pregnancy Rate,15-17,25.4
2010,VA,Pregnancy Rate,15-17,22.4
2011,VA,Pregnancy Rate,15-17,19.5
2012,VA,Pregnancy Rate,15-17,17.9
2013,VA,Pregnancy Rate,15-17,14.5
2014,VA,Pregnancy Rate,15-17,13
2015,VA,Pregnancy Rate,15-17,11.8
2016,VA,Pregnancy Rate,15-17,10.9
1988,WA,Pregnancy Rate,15-17,66.2
1992,WA,Pregnancy Rate,15-17,68.3
1996,WA,Pregnancy Rate,15-17,53.6
2000,WA,Pregnancy Rate,15-17,42.2
2005,WA,Pregnancy Rate,15-17,31.2
2006,WA,Pregnancy Rate,15-17,31.4
2007,WA,Pregnancy Rate,15-17,33.7
2008,WA,Pregnancy Rate,15-17,31.6
2009,WA,Pregnancy Rate,15-17,28.7
2010,WA,Pregnancy Rate,15-17,26.1
2011,WA,Pregnancy Rate,15-17,23.1
2012,WA,Pregnancy Rate,15-17,20.9
2013,WA,Pregnancy Rate,15-17,17.5
2014,WA,Pregnancy Rate,15-17,15.8
2015,WA,Pregnancy Rate,15-17,14.3
2016,WA,Pregnancy Rate,15-17,12.7
1988,WV,Pregnancy Rate,15-17,50.2
1992,WV,Pregnancy Rate,15-17,50.7
1996,WV,Pregnancy Rate,15-17,44.2
2000,WV,Pregnancy Rate,15-17,34.1
2005,WV,Pregnancy Rate,15-17,30.1
2006,WV,Pregnancy Rate,15-17,29.9
2007,WV,Pregnancy Rate,15-17,30.5
2008,WV,Pregnancy Rate,15-17,32.1
2009,WV,Pregnancy Rate,15-17,34.7
2010,WV,Pregnancy Rate,15-17,31.8
2011,WV,Pregnancy Rate,15-17,29.4
2012,WV,Pregnancy Rate,15-17,27.6
2013,WV,Pregnancy Rate,15-17,23.6
2014,WV,Pregnancy Rate,15-17,21.4
2015,WV,Pregnancy Rate,15-17,17
2016,WV,Pregnancy Rate,15-17,16.3
1988,WI,Pregnancy Rate,15-17,48.9
1992,WI,Pregnancy Rate,15-17,42.5
1996,WI,Pregnancy Rate,15-17,37.2
2000,WI,Pregnancy Rate,15-17,30.1
2005,WI,Pregnancy Rate,15-17,23.7
2006,WI,Pregnancy Rate,15-17,23.8
2007,WI,Pregnancy Rate,15-17,24.2
2008,WI,Pregnancy Rate,15-17,23.3
2009,WI,Pregnancy Rate,15-17,21.4
2010,WI,Pregnancy Rate,15-17,18.5
2011,WI,Pregnancy Rate,15-17,16.3
2012,WI,Pregnancy Rate,15-17,15.6
2013,WI,Pregnancy Rate,15-17,12.6
2014,WI,Pregnancy Rate,15-17,11.4
2015,WI,Pregnancy Rate,15-17,10.4
2016,WI,Pregnancy Rate,15-17,9.7
1988,WY,Pregnancy Rate,15-17,48.6
1992,WY,Pregnancy Rate,15-17,41.1
1996,WY,Pregnancy Rate,15-17,48.5
2000,WY,Pregnancy Rate,15-17,40
2005,WY,Pregnancy Rate,15-17,30
2006,WY,Pregnancy Rate,15-17,28.9
2007,WY,Pregnancy Rate,15-17,33.2
2008,WY,Pregnancy Rate,15-17,33.3
2009,WY,Pregnancy Rate,15-17,28.2
2010,WY,Pregnancy Rate,15-17,25.7
2011,WY,Pregnancy Rate,15-17,22.6
2012,WY,Pregnancy Rate,15-17,20.1
2013,WY,Pregnancy Rate,15-17,18.7
2014,WY,Pregnancy Rate,15-17,17.6
2015,WY,Pregnancy Rate,15-17,14.5
2016,WY,Pregnancy Rate,15-17,13.6
1988,AL,Pregnancy Rate,20-24,186.5
1992,AL,Pregnancy Rate,20-24,184.2
1996,AL,Pregnancy Rate,20-24,176.6
2000,AL,Pregnancy Rate,20-24,186.8
2005,AL,Pregnancy Rate,20-24,165.8
2006,AL,Pregnancy Rate,20-24,171.6
2007,AL,Pregnancy Rate,20-24,175.1
2008,AL,Pregnancy Rate,20-24,171.4
2009,AL,Pregnancy Rate,20-24,160.6
2010,AL,Pregnancy Rate,20-24,148.8
2011,AL,Pregnancy Rate,20-24,142.7
2012,AL,Pregnancy Rate,20-24,134.7
2013,AL,Pregnancy Rate,20-24,134.6
2014,AL,Pregnancy Rate,20-24,134.4
2015,AL,Pregnancy Rate,20-24,135.9
2016,AL,Pregnancy Rate,20-24,133.1
1988,AK,Pregnancy Rate,20-24,241.6
1992,AK,Pregnancy Rate,20-24,291.5
1996,AK,Pregnancy Rate,20-24,231.5
2000,AK,Pregnancy Rate,20-24,208.8
2005,AK,Pregnancy Rate,20-24,189.8
2006,AK,Pregnancy Rate,20-24,193.9
2007,AK,Pregnancy Rate,20-24,193
2008,AK,Pregnancy Rate,20-24,197.6
2009,AK,Pregnancy Rate,20-24,185.4
2010,AK,Pregnancy Rate,20-24,191.1
2011,AK,Pregnancy Rate,20-24,182.4
2012,AK,Pregnancy Rate,20-24,163.8
2013,AK,Pregnancy Rate,20-24,159.3
2014,AK,Pregnancy Rate,20-24,160.4
2015,AK,Pregnancy Rate,20-24,151.5
2016,AK,Pregnancy Rate,20-24,145.7
1988,AZ,Pregnancy Rate,20-24,228.7
1992,AZ,Pregnancy Rate,20-24,225.2
1996,AZ,Pregnancy Rate,20-24,215.4
2000,AZ,Pregnancy Rate,20-24,203.4
2005,AZ,Pregnancy Rate,20-24,198
2006,AZ,Pregnancy Rate,20-24,204
2007,AZ,Pregnancy Rate,20-24,195.5
2008,AZ,Pregnancy Rate,20-24,187.3
2009,AZ,Pregnancy Rate,20-24,167.8
2010,AZ,Pregnancy Rate,20-24,151
2011,AZ,Pregnancy Rate,20-24,143.9
2012,AZ,Pregnancy Rate,20-24,137.3
2013,AZ,Pregnancy Rate,20-24,131.9
2014,AZ,Pregnancy Rate,20-24,128.4
2015,AZ,Pregnancy Rate,20-24,124.5
2016,AZ,Pregnancy Rate,20-24,121.9
1988,AR,Pregnancy Rate,20-24,196.1
1992,AR,Pregnancy Rate,20-24,207.9
1996,AR,Pregnancy Rate,20-24,190.2
2000,AR,Pregnancy Rate,20-24,194.9
2005,AR,Pregnancy Rate,20-24,183.4
2006,AR,Pregnancy Rate,20-24,193.6
2007,AR,Pregnancy Rate,20-24,195.6
2008,AR,Pregnancy Rate,20-24,186.9
2009,AR,Pregnancy Rate,20-24,180.3
2010,AR,Pregnancy Rate,20-24,166.9
2011,AR,Pregnancy Rate,20-24,160.9
2012,AR,Pregnancy Rate,20-24,157.2
2013,AR,Pregnancy Rate,20-24,151.1
2014,AR,Pregnancy Rate,20-24,150.6
2015,AR,Pregnancy Rate,20-24,149
2016,AR,Pregnancy Rate,20-24,146.4
1988,CA,Pregnancy Rate,20-24,241.7
1992,CA,Pregnancy Rate,20-24,265.6
1996,CA,Pregnancy Rate,20-24,231.6
2000,CA,Pregnancy Rate,20-24,202.9
2005,CA,Pregnancy Rate,20-24,178.2
2006,CA,Pregnancy Rate,20-24,184.1
2007,CA,Pregnancy Rate,20-24,184.1
2008,CA,Pregnancy Rate,20-24,174.1
2009,CA,Pregnancy Rate,20-24,160.3
2010,CA,Pregnancy Rate,20-24,147.9
2011,CA,Pregnancy Rate,20-24,136.3
2012,CA,Pregnancy Rate,20-24,130.1
2013,CA,Pregnancy Rate,20-24,124
2014,CA,Pregnancy Rate,20-24,119.8
2015,CA,Pregnancy Rate,20-24,113.3
2016,CA,Pregnancy Rate,20-24,107.8
1988,CO,Pregnancy Rate,20-24,187.1
1992,CO,Pregnancy Rate,20-24,191.1
1996,CO,Pregnancy Rate,20-24,169.5
2000,CO,Pregnancy Rate,20-24,163.3
2005,CO,Pregnancy Rate,20-24,154.3
2006,CO,Pregnancy Rate,20-24,156
2007,CO,Pregnancy Rate,20-24,154.7
2008,CO,Pregnancy Rate,20-24,151.3
2009,CO,Pregnancy Rate,20-24,142.6
2010,CO,Pregnancy Rate,20-24,133.4
2011,CO,Pregnancy Rate,20-24,122.4
2012,CO,Pregnancy Rate,20-24,118.1
2013,CO,Pregnancy Rate,20-24,111.3
2014,CO,Pregnancy Rate,20-24,111.7
2015,CO,Pregnancy Rate,20-24,106.9
2016,CO,Pregnancy Rate,20-24,100
1988,CT,Pregnancy Rate,20-24,158.1
1992,CT,Pregnancy Rate,20-24,157.6
1996,CT,Pregnancy Rate,20-24,146
2000,CT,Pregnancy Rate,20-24,147.2
2005,CT,Pregnancy Rate,20-24,144.8
2006,CT,Pregnancy Rate,20-24,145.2
2007,CT,Pregnancy Rate,20-24,143.5
2008,CT,Pregnancy Rate,20-24,138.6
2009,CT,Pregnancy Rate,20-24,130.1
2010,CT,Pregnancy Rate,20-24,120.3
2011,CT,Pregnancy Rate,20-24,117.6
2012,CT,Pregnancy Rate,20-24,111.7
2013,CT,Pregnancy Rate,20-24,104.9
2014,CT,Pregnancy Rate,20-24,97
2015,CT,Pregnancy Rate,20-24,88.7
2016,CT,Pregnancy Rate,20-24,82
1988,DE,Pregnancy Rate,20-24,179.7
1992,DE,Pregnancy Rate,20-24,175.3
1996,DE,Pregnancy Rate,20-24,157.4
2000,DE,Pregnancy Rate,20-24,178.5
2005,DE,Pregnancy Rate,20-24,177.7
2006,DE,Pregnancy Rate,20-24,189.9
2007,DE,Pregnancy Rate,20-24,201.8
2008,DE,Pregnancy Rate,20-24,189.7
2009,DE,Pregnancy Rate,20-24,176.8
2010,DE,Pregnancy Rate,20-24,166
2011,DE,Pregnancy Rate,20-24,152
2012,DE,Pregnancy Rate,20-24,139.8
2013,DE,Pregnancy Rate,20-24,126.3
2014,DE,Pregnancy Rate,20-24,124.6
2015,DE,Pregnancy Rate,20-24,124.4
2016,DE,Pregnancy Rate,20-24,116.2
2000,DC,Pregnancy Rate,20-24,154.5
2005,DC,Pregnancy Rate,20-24,152.3
2006,DC,Pregnancy Rate,20-24,139.3
2007,DC,Pregnancy Rate,20-24,130.3
2008,DC,Pregnancy Rate,20-24,129.9
2009,DC,Pregnancy Rate,20-24,116.3
2010,DC,Pregnancy Rate,20-24,105.2
2011,DC,Pregnancy Rate,20-24,106.3
2012,DC,Pregnancy Rate,20-24,107.9
2013,DC,Pregnancy Rate,20-24,113.7
2014,DC,Pregnancy Rate,20-24,119.8
2015,DC,Pregnancy Rate,20-24,109.5
2016,DC,Pregnancy Rate,20-24,95.2
1988,FL,Pregnancy Rate,20-24,205.1
1992,FL,Pregnancy Rate,20-24,211.3
1996,FL,Pregnancy Rate,20-24,210.3
2000,FL,Pregnancy Rate,20-24,213.5
2005,FL,Pregnancy Rate,20-24,179.6
2006,FL,Pregnancy Rate,20-24,184.4
2007,FL,Pregnancy Rate,20-24,184.1
2008,FL,Pregnancy Rate,20-24,174.4
2009,FL,Pregnancy Rate,20-24,165
2010,FL,Pregnancy Rate,20-24,153.6
2011,FL,Pregnancy Rate,20-24,144.9
2012,FL,Pregnancy Rate,20-24,138.2
2013,FL,Pregnancy Rate,20-24,134.5
2014,FL,Pregnancy Rate,20-24,132.6
2015,FL,Pregnancy Rate,20-24,128.8
2016,FL,Pregnancy Rate,20-24,123
1988,GA,Pregnancy Rate,20-24,195.6
1992,GA,Pregnancy Rate,20-24,205.3
1996,GA,Pregnancy Rate,20-24,183.5
2000,GA,Pregnancy Rate,20-24,192.9
2005,GA,Pregnancy Rate,20-24,184.4
2006,GA,Pregnancy Rate,20-24,189.8
2007,GA,Pregnancy Rate,20-24,189.1
2008,GA,Pregnancy Rate,20-24,186.2
2009,GA,Pregnancy Rate,20-24,173.6
2010,GA,Pregnancy Rate,20-24,160.2
2011,GA,Pregnancy Rate,20-24,153.3
2012,GA,Pregnancy Rate,20-24,147.8
2013,GA,Pregnancy Rate,20-24,142.3
2014,GA,Pregnancy Rate,20-24,138.5
2015,GA,Pregnancy Rate,20-24,137.2
2016,GA,Pregnancy Rate,20-24,132.1
1988,HI,Pregnancy Rate,20-24,244.6
1992,HI,Pregnancy Rate,20-24,286.9
1996,HI,Pregnancy Rate,20-24,213.4
2000,HI,Pregnancy Rate,20-24,185.4
2005,HI,Pregnancy Rate,20-24,165.4
2006,HI,Pregnancy Rate,20-24,174.6
2007,HI,Pregnancy Rate,20-24,178.6
2008,HI,Pregnancy Rate,20-24,176.3
2009,HI,Pregnancy Rate,20-24,167.1
2010,HI,Pregnancy Rate,20-24,167.1
2011,HI,Pregnancy Rate,20-24,162.3
2012,HI,Pregnancy Rate,20-24,148.7
2013,HI,Pregnancy Rate,20-24,146.3
2014,HI,Pregnancy Rate,20-24,132.6
2015,HI,Pregnancy Rate,20-24,127.4
2016,HI,Pregnancy Rate,20-24,121.6
1988,ID,Pregnancy Rate,20-24,205.3
1992,ID,Pregnancy Rate,20-24,202.6
1996,ID,Pregnancy Rate,20-24,185.8
2000,ID,Pregnancy Rate,20-24,190.1
2005,ID,Pregnancy Rate,20-24,181.5
2006,ID,Pregnancy Rate,20-24,188.6
2007,ID,Pregnancy Rate,20-24,190.4
2008,ID,Pregnancy Rate,20-24,183
2009,ID,Pregnancy Rate,20-24,169.8
2010,ID,Pregnancy Rate,20-24,158.4
2011,ID,Pregnancy Rate,20-24,149.9
2012,ID,Pregnancy Rate,20-24,150.9
2013,ID,Pregnancy Rate,20-24,141.3
2014,ID,Pregnancy Rate,20-24,148.4
2015,ID,Pregnancy Rate,20-24,141.9
2016,ID,Pregnancy Rate,20-24,137.7
1988,IL,Pregnancy Rate,20-24,186
1992,IL,Pregnancy Rate,20-24,196.4
1996,IL,Pregnancy Rate,20-24,184.6
2000,IL,Pregnancy Rate,20-24,173.4
2005,IL,Pregnancy Rate,20-24,147.9
2006,IL,Pregnancy Rate,20-24,151.2
2007,IL,Pregnancy Rate,20-24,149.5
2008,IL,Pregnancy Rate,20-24,148.7
2009,IL,Pregnancy Rate,20-24,138.4
2010,IL,Pregnancy Rate,20-24,128.6
2011,IL,Pregnancy Rate,20-24,123.6
2012,IL,Pregnancy Rate,20-24,120.2
2013,IL,Pregnancy Rate,20-24,116.8
2014,IL,Pregnancy Rate,20-24,115.3
2015,IL,Pregnancy Rate,20-24,112.7
2016,IL,Pregnancy Rate,20-24,106.8
1988,IN,Pregnancy Rate,20-24,173.1
1992,IN,Pregnancy Rate,20-24,175.1
1996,IN,Pregnancy Rate,20-24,169.6
2000,IN,Pregnancy Rate,20-24,172.4
2005,IN,Pregnancy Rate,20-24,157.1
2006,IN,Pregnancy Rate,20-24,160.9
2007,IN,Pregnancy Rate,20-24,160.6
2008,IN,Pregnancy Rate,20-24,157.9
2009,IN,Pregnancy Rate,20-24,149.8
2010,IN,Pregnancy Rate,20-24,139.3
2011,IN,Pregnancy Rate,20-24,133.4
2012,IN,Pregnancy Rate,20-24,130.4
2013,IN,Pregnancy Rate,20-24,127.9
2014,IN,Pregnancy Rate,20-24,125.6
2015,IN,Pregnancy Rate,20-24,123.9
2016,IN,Pregnancy Rate,20-24,119.6
1988,IA,Pregnancy Rate,20-24,160.7
1992,IA,Pregnancy Rate,20-24,148.9
1996,IA,Pregnancy Rate,20-24,141.3
2000,IA,Pregnancy Rate,20-24,143.2
2005,IA,Pregnancy Rate,20-24,137.1
2006,IA,Pregnancy Rate,20-24,141.5
2007,IA,Pregnancy Rate,20-24,143.9
2008,IA,Pregnancy Rate,20-24,139
2009,IA,Pregnancy Rate,20-24,133.9
2010,IA,Pregnancy Rate,20-24,128.2
2011,IA,Pregnancy Rate,20-24,120
2012,IA,Pregnancy Rate,20-24,116.9
2013,IA,Pregnancy Rate,20-24,110.6
